date,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,cloudCover,dewPoint,humidity,moonPhase,precipAccumulation,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,pressure,sunriseTime,sunsetTime,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,time,visibility,windBearing,windSpeed,daylightHours
1/1/2014,41.9,1388606400,28.76,1388667600,0.09,25.15,0.65,0.02,,0,0,,0,,1026.78,1388579282,1388613474,45.44,1388610000,32.8,1388660400,1388552400,10,182,3.33,9.497777778
1/2/2014,34.06,1388689200,2.16,1388754000,0.35,31.22,0.88,0.05,1.223,0.0076,0.0455,1388710800,0.9,snow,1011.69,1388665688,1388699923,37.55,1388689200,17.64,1388754000,1388638800,5.6,40,3.74,9.509722222
1/3/2014,12.55,1388793600,6.95,1388833200,0.11,8.67,0.59,0.09,0.236,0.0009,0.0085,1388739600,0.4,snow,1021.78,1388752092,1388786373,23.04,1388779200,13.81,1388833200,1388725200,8.46,327,13.28,9.5225
1/4/2014,25.77,1388876400,22.42,1388890800,0.02,11.66,0.61,0.12,,0,0,,0,,1030.69,1388838494,1388872824,33.16,1388869200,28.16,1388894400,1388811600,9.99,187,5.17,9.536111111
1/5/2014,37.61,1388948400,35.38,1388984400,0.62,31.08,0.84,0.16,,0.003,0.0226,1388934000,0.68,rain,1019.74,1388924894,1388959277,37.92,1388955600,37.37,1388970000,1388898000,6.14,139,0.72,9.550833333
1/6/2014,44.45,1389013200,-10.76,1389092400,0.23,24.37,0.66,0.2,,0.0078,0.0344,1389002400,0.95,rain,1006.29,1389011291,1389045732,46.33,1389013200,5.79,1389096000,1388984400,7.9,299,10.91,9.566944444
1/7/2014,9.28,1389132000,3.72,1389160800,0.02,-9.45,0.38,0.23,0.172,0.0004,0.0065,1389074400,0.13,snow,1027.27,1389097687,1389132187,18.4,1389128400,11,1389168000,1389070800,10,294,10.25,9.583333333
1/8/2014,28.24,1389222000,21.64,1389232800,0.08,4.16,0.5,0.27,,0,0,,0,,1034.16,1389184081,1389218644,28.59,1389211200,25.93,1389232800,1389157200,9.97,219,1.86,9.600833333
1/9/2014,34.71,1389290400,27.99,1389319200,0.19,19.4,0.61,0.3,,0,0,,0,,1035.72,1389270472,1389305102,37.23,1389297600,31.08,1389319200,1389243600,9.99,73,2.93,9.619444444
1/10/2014,37.11,1389384000,34.21,1389420000,0.89,31.45,0.89,0.33,,0.015,0.0449,1389355200,0.95,rain,1029.15,1389356861,1389391561,37.11,1389384000,36.28,1389416400,1389330000,4.1,45,1.94,9.638888889
1/11/2014,52.63,1389470400,36.81,1389531600,0.76,43.19,0.95,0.36,,0.0196,0.0838,1389456000,0.95,rain,1006.85,1389443248,1389478021,52.63,1389470400,42.73,1389531600,1389416400,4.69,212,3.21,9.659166667
1/12/2014,51.14,1389560400,26.48,1389618000,0.06,31.59,0.61,0.4,,0.0001,0.0013,1389506400,0.13,rain,1012.32,1389529634,1389564482,51.14,1389560400,30.11,1389607200,1389502800,9.9,304,7.45,9.68
1/13/2014,55.55,1389639600,42.55,1389693600,0.08,32.68,0.69,0.43,,0.0003,0.0075,1389628800,0.09,rain,1016.72,1389616017,1389650944,55.55,1389639600,46.27,1389693600,1389589200,9.45,182,6.01,9.701944444
1/14/2014,47.42,1389729600,33.82,1389783600,0.45,42.34,0.86,0.45,,0.1,0.719,1389722400,0.95,rain,1009.82,1389702398,1389737406,48.43,1389726000,37.06,1389790800,1389675600,7.79,207,4.48,9.724444444
1/15/2014,46.34,1389816000,26.84,1389877200,0.58,36.49,0.86,0.48,,0.0012,0.0103,1389823200,0.23,rain,1013.64,1389788777,1389823870,46.34,1389816000,34.23,1389877200,1389762000,5.36,308,1.62,9.748055556
1/16/2014,37.48,1389909600,24.39,1389931200,0.16,22.12,0.6,0.52,,0.0001,0.001,1389855600,0.1,rain,1014.9,1389875154,1389910335,39.44,1389906000,29.38,1389927600,1389848400,9.86,327,4.38,9.7725
1/17/2014,43.9,1389988800,20.27,1390050000,0.1,27.66,0.7,0.55,,0.0001,0.0027,1389985200,0.14,rain,1013.12,1389961529,1389996800,46.22,1389988800,30.55,1390050000,1389934800,9.94,169,3.74,9.7975
1/18/2014,21.66,1390046400,17.13,1390100400,0.11,15.4,0.55,0.58,,0,0,,0,,1013.01,1390047902,1390083266,31.86,1390046400,23.48,1390132800,1390021200,9.91,312,11.5,9.823333333
1/19/2014,43.87,1390165200,33.28,1390219200,0.14,18.21,0.51,0.61,,0,0,,0,,1010.56,1390134273,1390169732,48.52,1390165200,37.75,1390222800,1390107600,10,220,5.48,9.849722222
1/20/2014,55.26,1390244400,28.16,1390309200,0.08,25.51,0.5,0.64,,0,0,,0,,1007.22,1390220642,1390256199,55.26,1390244400,35.13,1390309200,1390194000,10,265,3.7,9.876944444
1/21/2014,29.33,1390305600,-8.64,1390395600,0.37,22.33,0.77,0.67,1.044,0.0033,0.016,1390330800,0.63,snow,1010.64,1390307010,1390342667,35.35,1390305600,8.23,1390392000,1390280400,5.31,23,8.61,9.904722222
1/22/2014,6.46,1390435200,0.84,1390478400,0.07,-3.09,0.48,0.7,0.028,0.0001,0.0007,1390366800,0.07,snow,1016.11,1390393375,1390429135,17.25,1390424400,9.23,1390478400,1390366800,9.74,326,11.76,9.933333333
1/23/2014,18.93,1390496400,-3.39,1390564800,0.12,1.81,0.51,0.74,,0,0,,0,,1024.46,1390479738,1390515603,25.23,1390500000,9.99,1390564800,1390453200,9.96,294,7.32,9.9625
1/24/2014,12.98,1390590000,7.77,1390618800,0.02,-3.34,0.41,0.77,,0,0,,0,,1029.86,1390566100,1390602072,22.46,1390597200,20.44,1390618800,1390539600,10,262,6.3,9.992222222
1/25/2014,26.04,1390694400,13.59,1390741200,0.26,7.21,0.43,0.81,,0,0,,0,,1006.32,1390652459,1390688542,32.53,1390694400,19.68,1390741200,1390626000,9.92,206,11.56,10.02305556
1/26/2014,26.82,1390773600,19.89,1390798800,0.12,9.44,0.47,0.84,,0,0,,0,,1010.41,1390738817,1390775011,32.7,1390777200,26.51,1390795200,1390712400,9.97,243,2.78,10.05388889
1/27/2014,43.82,1390838400,-2.55,1390910400,0.11,16.9,0.49,0.88,,0,0,,0,,1010.44,1390825173,1390861481,48.43,1390838400,12.54,1390914000,1390798800,10,305,6.85,10.08555556
1/28/2014,16.97,1390939200,-0.34,1391000400,0.25,-5.18,0.38,0.92,,0,0,,0,,1028.02,1390911528,1390947951,17.2,1390942800,11.99,1391000400,1390885200,9.55,324,9.01,10.1175
1/29/2014,15.96,1391036400,4.08,1391083200,0.12,0.23,0.5,0.95,0.364,0.0008,0.0054,1390975200,0.54,snow,1025.87,1390997880,1391034421,24,1391029200,11.23,1391079600,1390971600,9.07,310,7.06,10.15027778
1/30/2014,26.45,1391115600,15.02,1391140800,0.02,5.09,0.51,0.98,,0,0,,0,,1028.84,1391084231,1391120891,31.04,1391115600,22.16,1391137200,1391058000,10,147,1.9,10.18333333
1/31/2014,46.05,1391202000,25.28,1391259600,0.1,14.65,0.48,0.03,,0,0,,0,,1021.84,1391170580,1391207362,46.05,1391202000,26.96,1391256000,1391144400,10,181,2.76,10.21722222
2/1/2014,47.28,1391284800,28,1391342400,0.08,23.68,0.59,0.07,,0,0,,0,,1022.8,1391256928,1391293832,49.75,1391284800,31.95,1391342400,1391230800,9.87,153,2.33,10.25111111
2/2/2014,57.85,1391374800,32.04,1391432400,0.18,30.81,0.6,0.11,,0,0,,0,,1015.43,1391343274,1391380303,57.85,1391374800,38.38,1391432400,1391317200,9.81,196,0.59,10.28583333
2/3/2014,32.31,1391428800,23.29,1391511600,0.63,34.89,0.87,0.14,,0.0439,0.188,1391432400,0.95,rain,1020.29,1391429618,1391466773,38.57,1391428800,28.48,1391515200,1391403600,7.11,10,8.3,10.32083333
2/4/2014,36.02,1391540400,25.57,1391580000,0.2,23.5,0.7,0.18,0.139,0.0007,0.0094,1391572800,0.77,snow,1028.77,1391515961,1391553243,36.17,1391547600,31.23,1391569200,1391490000,9.29,44,3.63,10.35611111
2/5/2014,34.25,1391637600,18.28,1391684400,0.53,30.96,0.86,0.21,1.683,0.0101,0.0549,1391580000,0.9,snow,1012.62,1391602302,1391639714,38.66,1391644800,28.49,1391691600,1391576400,7.3,302,4.65,10.39222222
2/6/2014,31.79,1391731200,21.18,1391774400,0.15,17.11,0.55,0.25,,0,0,,0,,1025.5,1391688641,1391726184,35.14,1391720400,26.41,1391774400,1391662800,10,330,7.57,10.42861111
2/7/2014,38.22,1391792400,22.31,1391860800,0.09,20.72,0.6,0.28,,0,0,,0,,1026.66,1391774980,1391812654,40.08,1391803200,28.61,1391860800,1391749200,9.91,307,2.37,10.465
2/8/2014,32.57,1391896800,22.69,1391918400,0.2,15.65,0.55,0.31,,0,0,,0,,1025.9,1391861316,1391899124,33.01,1391893200,25.46,1391922000,1391835600,9.87,40,2.65,10.50222222
2/9/2014,29.07,1391954400,15.67,1392033600,0.46,22.65,0.73,0.34,0.02,0.0001,0.0011,1391983200,0.09,snow,1020.18,1391947651,1391985594,33.77,1391972400,25.49,1392037200,1391922000,8.38,144,1.88,10.53972222
2/10/2014,24.66,1392073200,11.36,1392120000,0.1,14.01,0.54,0.37,,0,0,,0,,1023.13,1392033985,1392072063,31.54,1392062400,20.25,1392120000,1392008400,9.79,345,8.33,10.57722222
2/11/2014,28.64,1392152400,8.79,1392199200,0.05,8.99,0.5,0.4,,0,0,,0,,1029.93,1392120318,1392158532,31.84,1392152400,16.75,1392206400,1392094800,9.99,351,5.6,10.615
2/12/2014,25.87,1392224400,15.58,1392267600,0.17,11.97,0.62,0.43,0.405,0.0014,0.0158,1392264000,0.73,snow,1030.71,1392206649,1392245001,27.98,1392235200,25.2,1392264000,1392181200,8.54,50,5.31,10.65333333
2/13/2014,29.06,1392318000,24.87,1392339600,0.98,30.25,0.89,0.46,5.184,0.035,0.0704,1392296400,1,snow,1002.3,1392292978,1392331470,36.74,1392318000,33.73,1392339600,1392267600,3.24,358,10.89,10.69222222
2/14/2014,47.68,1392415200,30.46,1392462000,0.05,25.7,0.58,0.48,,0.0007,0.0031,1392397200,0.13,rain,1002.1,1392379307,1392417938,49.05,1392411600,34.62,1392469200,1392354000,9.98,284,4.09,10.73083333
2/15/2014,34.62,1392469200,18.65,1392548400,0.32,25.64,0.69,0.52,,0.0042,0.022,1392505200,0.77,rain,1006.63,1392465634,1392504407,36.71,1392494400,26.04,1392552000,1392440400,8.48,338,9.08,10.77027778
2/16/2014,35.69,1392580800,14.39,1392642000,0.15,14.43,0.5,0.55,,0,0,,0,,1017.58,1392551960,1392590874,35.89,1392584400,23.85,1392638400,1392526800,9.97,325,5.21,10.80944444
2/17/2014,33.07,1392667200,20.54,1392703200,0.07,11.93,0.49,0.58,,0,0,,0,,1028.1,1392638285,1392677342,34.19,1392670800,28.44,1392703200,1392613200,10,352,1.7,10.84916667
2/18/2014,55.06,1392760800,32.12,1392782400,0.13,26.79,0.66,0.62,0.327,0.0017,0.0116,1392703200,0.72,snow,1019.13,1392724609,1392763809,55.06,1392760800,33.82,1392800400,1392699600,9.2,193,4.76,10.88888889
2/19/2014,58.38,1392847200,30.15,1392890400,0.18,34.44,0.68,0.65,,0.0044,0.0616,1392822000,0.9,rain,1012.82,1392810931,1392850276,58.38,1392847200,32.79,1392897600,1392786000,9.22,252,3.9,10.92916667
2/20/2014,52.02,1392919200,40.43,1392976800,0.16,30.19,0.61,0.68,,0,0,,0,,1021,1392897253,1392936742,52.02,1392919200,41.49,1392962400,1392872400,9.97,153,3.31,10.96916667
2/21/2014,63.19,1393002000,29.49,1393066800,0.26,41.52,0.82,0.72,,0.003,0.023,1393002000,0.75,rain,1010.29,1392983573,1393023208,63.19,1393002000,32.59,1393066800,1392958800,9,212,1.56,11.00972222
2/22/2014,61.57,1393102800,42.55,1393128000,0.05,29.08,0.6,0.75,,0,0,,0,,1017.87,1393069893,1393109674,61.57,1393102800,45.57,1393156800,1393045200,9.46,203,5.35,11.05027778
2/23/2014,60.02,1393189200,29.37,1393246800,0.12,29.7,0.45,0.79,,0,0,,0,,1014.67,1393156211,1393196139,60.02,1393189200,37.32,1393243200,1393131600,10,284,1.5,11.09111111
2/24/2014,37.03,1393272000,27.22,1393318800,0.09,16.63,0.41,0.83,,0.0002,0.0052,1393279200,0.13,rain,1017.14,1393242529,1393282604,44.59,1393272000,30.14,1393311600,1393218000,9.99,310,11.52,11.13194444
2/25/2014,33.16,1393329600,24,1393383600,0.2,21.11,0.64,0.87,0.407,0.002,0.021,1393344000,0.75,snow,1018.84,1393328845,1393369069,36.5,1393362000,28.32,1393416000,1393304400,8.3,313,3.73,11.17333333
2/26/2014,26.84,1393448400,14.01,1393488000,0.18,16.77,0.59,0.9,0.228,0.0011,0.0065,1393426800,0.65,snow,1013.9,1393415161,1393455533,35.26,1393444800,21.77,1393488000,1393390800,8.28,327,3.57,11.21444444
2/27/2014,30.99,1393527600,1.75,1393578000,0.04,9.65,0.46,0.94,,0,0,,0,,1010.13,1393501476,1393541997,39.38,1393527600,13.74,1393588800,1393477200,9.99,310,6.41,11.25583333
2/28/2014,27.6,1393621200,14.68,1393657200,0.04,-4.15,0.34,0.98,,0,0,,0,,1028.13,1393587790,1393628461,27.6,1393621200,19.93,1393671600,1393563600,10,18,3.86,11.2975
3/1/2014,40.33,1393711200,31.98,1393754400,0.14,14.34,0.5,0.02,,0,0,,0,,1026.48,1393674103,1393714924,42.59,1393707600,34.56,1393754400,1393650000,10,158,3.41,11.33916667
3/2/2014,50.71,1393779600,9.05,1393851600,0.54,30.66,0.7,0.05,,0.0048,0.0291,1393819200,0.9,rain,1017.92,1393760415,1393801386,50.71,1393779600,22.01,1393851600,1393736400,7.68,31,1.95,11.38083333
3/3/2014,13.35,1393848000,2.14,1393934400,0.4,15.13,0.73,0.09,1.858,0.0117,0.0437,1393826400,0.89,snow,1022.97,1393846727,1393887849,25.08,1393848000,11.96,1393916400,1393822800,5.41,359,10.01,11.42277778
3/4/2014,29.73,1393970400,11.55,1394017200,0.08,6.15,0.54,0.12,0.165,0.0006,0.0038,1393963200,0.13,snow,1027.91,1393933038,1393974311,29.73,1393970400,20.43,1394017200,1393909200,9.93,6,2.23,11.46472222
3/5/2014,40.47,1394049600,15.66,1394103600,0.08,15.15,0.53,0.16,,0,0,,0,,1024.8,1394019349,1394060773,44.1,1394053200,24.46,1394103600,1393995600,9.94,14,4.03,11.50666667
3/6/2014,27.8,1394136000,22.33,1394182800,0.18,15.95,0.56,0.19,,0,0,,0,,1032.31,1394105658,1394147234,33.81,1394136000,30.34,1394182800,1394082000,10,51,7.16,11.54888889
3/7/2014,38.44,1394226000,28.34,1394280000,0.25,26.12,0.67,0.22,,0,0,,0,,1020.78,1394191968,1394233695,43.2,1394226000,30.1,1394276400,1394168400,10,23,8.15,11.59083333
3/8/2014,62.4,1394312400,36.69,1394366400,0.08,31.14,0.6,0.25,,0,0,,0,,1013.57,1394278276,1394320156,62.4,1394312400,43.56,1394366400,1394254800,9.78,268,2.57,11.63333333
3/9/2014,44.83,1394398800,34.87,1394438400,0.19,25.29,0.47,0.29,,0,0,,0,,1016.99,1394364585,1394406616,48.58,1394402400,38.4,1394431200,1394341200,9.9,325,8.17,11.67527778
3/10/2014,58.84,1394485200,41.3,1394524800,0.12,28.18,0.51,0.31,,0,0,,0,,1010.49,1394450895,1394493074,58.84,1394485200,43.35,1394521200,1394424000,10,193,6.69,11.71638889
3/11/2014,68.22,1394575200,42.69,1394611200,0.1,36.38,0.55,0.34,,0,0,,0,,1004.93,1394537203,1394579533,68.22,1394575200,42.69,1394611200,1394510400,10,192,2.64,11.75833333
3/12/2014,65.55,1394647200,7.35,1394712000,0.3,40.5,0.68,0.37,,0.0143,0.1498,1394676000,0.9,rain,994.45,1394623510,1394665993,65.55,1394647200,22.61,1394712000,1394596800,9.91,249,5.28,11.80083333
3/13/2014,23.2,1394748000,22.45,1394784000,0.02,5.05,0.36,0.4,3.735,0.0228,0.1372,1394683200,0.14,snow,1011.56,1394709816,1394752452,33.89,1394748000,27.29,1394773200,1394683200,10,309,18.33,11.84333333
3/14/2014,56.01,1394830800,45.69,1394881200,0.22,16.09,0.37,0.43,,0,0,,0,,1020.14,1394796122,1394838912,56.01,1394830800,49.52,1394881200,1394769600,10,188,9.37,11.88611111
3/15/2014,65.55,1394910000,33.75,1394967600,0.15,23.8,0.3,0.46,,0,0,,0,,1012.52,1394882428,1394925371,65.55,1394910000,38.22,1394967600,1394856000,10,257,6,11.92861111
3/16/2014,42.7,1394989200,16.21,1395054000,0.12,25.64,0.58,0.49,,0.0036,0.0383,1395025200,0.95,rain,1020.44,1394968734,1395011829,45.23,1394992800,25.61,1395050400,1394942400,8.28,30,6.3,11.97083333
3/17/2014,24.46,1395093600,23.97,1395144000,,22.56,0.79,0.53,2.06,0.0083,0.0326,1395036000,0.95,snow,1017.68,1395055039,1395098288,30.65,1395093600,29.55,1395100800,1395028800,6.07,27,7.47,12.01361111
3/18/2014,38.21,1395183600,32.19,1395208800,0.94,22.8,0.59,0.56,,0.0006,0.0033,1395158400,0.18,rain,1021.74,1395141344,1395184746,41.59,1395172800,36.18,1395212400,1395115200,10,51,5.98,12.05611111
3/19/2014,41.33,1395259200,36.72,1395277200,0.86,34.26,0.84,0.59,,0.0061,0.0443,1395262800,0.87,rain,1019.58,1395227649,1395271204,41.43,1395270000,41.01,1395277200,1395201600,6.89,97,1.39,12.09861111
3/20/2014,57.4,1395349200,37.83,1395399600,0.18,31.87,0.6,0.63,,0.0006,0.0065,1395331200,0.4,rain,1012.42,1395313954,1395357662,57.4,1395349200,41.25,1395385200,1395288000,7.19,288,8.08,12.14111111
3/21/2014,52.42,1395428400,37.27,1395482400,0.18,32.81,0.6,0.67,,0.0003,0.0046,1395432000,0.15,rain,1017.66,1395400259,1395444120,52.42,1395428400,40.42,1395464400,1395374400,9.9,315,2.21,12.18361111
3/22/2014,69.19,1395518400,36.65,1395568800,0.09,34.12,0.55,0.7,,0,0,,0,,1012.67,1395486563,1395530578,69.19,1395518400,41.4,1395572400,1395460800,9.41,247,2.51,12.22638889
3/23/2014,41.17,1395601200,14.84,1395655200,0.14,24.34,0.46,0.74,,0,0,,0,,1018.3,1395572868,1395617035,45.19,1395601200,24.88,1395658800,1395547200,10,341,8.85,12.26861111
3/24/2014,38.14,1395702000,24.42,1395727200,0.02,8.89,0.38,0.78,,0,0,,0,,1023.95,1395659173,1395703493,38.9,1395698400,29.6,1395730800,1395633600,10,327,6.57,12.31111111
3/25/2014,31.39,1395745200,18.32,1395831600,0.44,27.02,0.81,0.81,0.962,0.0064,0.0256,1395763200,0.86,snow,1016.24,1395745478,1395789950,34.56,1395777600,29.53,1395835200,1395720000,5.73,79,2.67,12.35333333
3/26/2014,26.35,1395871200,21.65,1395910800,0.06,15.06,0.52,0.85,0.351,0.0019,0.0363,1395849600,0.13,snow,1019.07,1395831782,1395876408,36.2,1395867600,25.61,1395918000,1395806400,9.13,312,14.29,12.39611111
3/27/2014,44.75,1395957600,36.87,1395975600,0.07,17.52,0.46,0.89,,0,0,,0,,1028.08,1395918087,1395962865,49.49,1395957600,42.03,1395975600,1395892800,9.97,180,4.42,12.43833333
3/28/2014,66,1396040400,53.53,1396080000,0.27,42.45,0.64,0.93,,0.0022,0.0182,1396026000,0.95,rain,1018.76,1396004392,1396049322,66,1396040400,53.53,1396080000,1395979200,9.9,197,11.32,12.48055556
3/29/2014,57.81,1396105200,37.3,1396180800,0.65,53.98,0.92,0.96,,0.0268,0.084,1396134000,0.95,rain,1012.47,1396090697,1396135780,57.81,1396105200,44.56,1396180800,1396065600,5.31,95,1.7,12.52305556
3/30/2014,39.7,1396177200,34.12,1396224000,1,40.46,0.89,0.99,,0.0345,0.078,1396195200,0.95,rain,1003.3,1396177003,1396222237,46.04,1396177200,41.28,1396224000,1396152000,7.06,324,13.05,12.565
3/31/2014,65.21,1396303200,39.06,1396350000,0.07,31.4,0.48,0.04,,0.0002,0.0022,1396256400,0.22,rain,1015.02,1396263309,1396308694,65.21,1396303200,41.05,1396350000,1396238400,10,332,12.04,12.60694444
4/1/2014,63.12,1396389600,41.39,1396429200,0.06,34.63,0.54,0.07,,0,0,,0,,1018.8,1396349614,1396395151,63.12,1396389600,43.19,1396436400,1396324800,9.98,147,2.25,12.64916667
4/2/2014,64.08,1396472400,51.02,1396508400,0.16,41.91,0.69,0.1,,0,0,,0,,1018.06,1396435921,1396481609,64.08,1396472400,51.02,1396508400,1396411200,9.99,64,2.29,12.69111111
4/3/2014,64.78,1396551600,45.68,1396609200,0.48,45.29,0.66,0.14,,0.0002,0.0018,1396512000,0.13,rain,1017.43,1396522227,1396568066,64.78,1396551600,48.86,1396609200,1396497600,9.75,113,2.38,12.73305556
4/4/2014,59.51,1396645200,44.33,1396695600,0.53,44.3,0.71,0.17,,0,0.0005,1396666800,0,,1010.8,1396608534,1396654523,59.51,1396645200,46.99,1396695600,1396584000,9.25,81,5.75,12.77472222
4/5/2014,56.09,1396720800,34.8,1396774800,0.12,35.17,0.58,0.2,,0.0014,0.0263,1396670400,0.59,rain,1013.8,1396694842,1396740980,56.09,1396720800,36.12,1396782000,1396670400,8.13,319,9.63,12.81611111
4/6/2014,58.07,1396821600,41.28,1396850400,0.05,23.81,0.42,0.23,,0,0,,0,,1022.97,1396781149,1396827438,58.07,1396821600,43.57,1396854000,1396756800,10,24,0.56,12.85805556
4/7/2014,51.55,1396904400,51.43,1396926000,0.6,41.06,0.81,0.26,,0.0133,0.0697,1396900800,0.95,rain,1014.68,1396867458,1396913895,51.55,1396904400,51.43,1396926000,1396843200,6.63,107,2.71,12.89916667
4/8/2014,63.42,1396980000,39.48,1397037600,0.31,45.09,0.7,0.29,,0.0017,0.0248,1396940400,0.84,rain,1001.87,1396953766,1397000353,63.42,1396980000,42.66,1397034000,1396929600,8.24,288,5.97,12.94083333
4/9/2014,64.63,1397073600,41.75,1397127600,0.1,34.01,0.51,0.32,,0.0003,0.0078,1397070000,0.13,rain,1009.61,1397040076,1397086810,64.63,1397073600,41.75,1397127600,1397016000,9.86,321,7.15,12.98166667
4/10/2014,69.36,1397167200,60.24,1397214000,0.04,34.16,0.46,0.35,,0,0,,0,,1019.9,1397126385,1397173268,69.36,1397167200,60.24,1397214000,1397102400,10,192,6.85,13.02305556
4/11/2014,77.98,1397250000,54.68,1397296800,0.15,41.55,0.42,0.38,,0.0002,0.0023,1397264400,0.11,rain,1016.25,1397212696,1397259726,77.98,1397250000,54.68,1397296800,1397188800,9.97,201,6.35,13.06388889
4/12/2014,73.36,1397332800,53.94,1397383200,0.07,44.35,0.55,0.41,,0,0.0007,1397275200,0,,1021.4,1397299007,1397346184,73.36,1397332800,53.94,1397383200,1397275200,9.51,138,1.56,13.10472222
4/13/2014,81.68,1397419200,64.22,1397473200,0.08,52.12,0.61,0.44,,0,0,,0,,1018.52,1397385319,1397432642,81.68,1397419200,64.22,1397473200,1397361600,9.74,183,8.79,13.14527778
4/14/2014,76.12,1397502000,65.25,1397538000,0.18,54.09,0.57,0.48,,0,0,,0,,1013.43,1397471631,1397519100,76.12,1397502000,65.02,1397538000,1397448000,10,192,13.2,13.18583333
4/15/2014,68,1397577600,23.96,1397646000,0.86,52.36,0.85,0.51,,0.0412,0.2063,1397570400,1,rain,1006.82,1397557944,1397605558,67.35,1397577600,33.3,1397646000,1397534400,7.74,277,2.5,13.22611111
4/16/2014,46,1397685600,32.84,1397732400,0.02,18.82,0.42,0.54,,0.0002,0.0026,1397624400,0.13,rain,1028.07,1397644258,1397692016,49.14,1397682000,36.08,1397728800,1397620800,10,351,9.74,13.26611111
4/17/2014,53.2,1397768400,34.28,1397811600,0.06,30.89,0.59,0.58,,0,0,,0,,1036.03,1397730572,1397778474,53.2,1397768400,38.35,1397808000,1397707200,9.96,92,6.15,13.30611111
4/18/2014,53.6,1397858400,43.88,1397905200,0.15,33.19,0.63,0.61,,0,0,,0,,1030.83,1397816888,1397864933,53.6,1397858400,43.88,1397905200,1397793600,9.99,102,2.83,13.34583333
4/19/2014,68.63,1397937600,45.76,1397991600,0.12,36.72,0.54,0.65,,0,0,,0,,1024.89,1397903204,1397951391,68.63,1397937600,48.2,1397984400,1397880000,9.97,39,2.99,13.38527778
4/20/2014,61.69,1398024000,38.16,1398070800,0.09,36.29,0.51,0.69,,0,0,,0,,1027.95,1397989521,1398037850,61.69,1398024000,40.56,1398074400,1397966400,10,79,5.71,13.42472222
4/21/2014,68.46,1398117600,51.43,1398160800,0.06,35.23,0.52,0.73,,0,0,,0,,1019.8,1398075839,1398124308,68.46,1398117600,51.43,1398160800,1398052800,9.99,110,1.53,13.46361111
4/22/2014,68.88,1398186000,50.66,1398250800,0.19,49.73,0.69,0.76,,0.003,0.0146,1398207600,0.63,rain,1005.98,1398162158,1398210767,68.88,1398186000,50.66,1398250800,1398139200,9.75,199,3.3,13.5025
4/23/2014,58.13,1398283200,39.48,1398333600,0.09,35.08,0.48,0.8,,0,0,,0,,1009.39,1398248478,1398297226,58.13,1398283200,43.72,1398333600,1398225600,10,319,15.02,13.54111111
4/24/2014,63.86,1398373200,46.12,1398423600,0.04,25.93,0.37,0.84,,0,0,,0,,1017.62,1398334799,1398383685,63.86,1398373200,46.46,1398412800,1398312000,10,315,6.69,13.57944444
4/25/2014,65.83,1398448800,51.37,1398506400,0.25,41.31,0.63,0.88,,0.0105,0.1183,1398463200,1,rain,1012.29,1398421121,1398470143,65.83,1398448800,51.37,1398506400,1398398400,9.3,117,4.23,13.61722222
4/26/2014,75.17,1398542400,46.28,1398596400,0.13,43.97,0.54,0.91,,0.0005,0.0087,1398560400,0.52,rain,1009.39,1398507443,1398556602,75.17,1398542400,49.03,1398592800,1398484800,9.48,289,7.34,13.65527778
4/27/2014,66.13,1398632400,50.12,1398679200,0.06,35.25,0.43,0.95,,0,0,,0,,1016.64,1398593767,1398643061,66.13,1398632400,50.12,1398679200,1398571200,10,347,5.72,13.69277778
4/28/2014,60.45,1398711600,44.77,1398769200,0.33,42.12,0.66,0.98,,0.0044,0.036,1398733200,0.95,rain,1018.46,1398680092,1398729520,60.45,1398711600,47.78,1398769200,1398657600,9.45,106,3.74,13.73
4/29/2014,50.52,1398808800,47.22,1398826800,1,46.78,0.91,0.02,,0.036,0.1923,1398823200,1,rain,1020.9,1398766418,1398815979,50.52,1398808800,49.96,1398826800,1398744000,5.42,90,7.58,13.76694444
4/30/2014,62.6,1398898800,58.7,1398942000,0.92,55.3,0.95,0.05,,0.076,0.2182,1398895200,1,rain,1016.34,1398852746,1398902438,62.14,1398898800,58.61,1398942000,1398830400,5.42,68,4.08,13.80333333
5/1/2014,74.84,1398974400,53.69,1399028400,0.38,56.1,0.72,0.08,,0.0054,0.0639,1398931200,0.91,rain,1008.79,1398939074,1398988896,74.84,1398974400,53.69,1399028400,1398916800,8.99,217,2.58,13.83944444
5/2/2014,68.05,1399064400,54.04,1399111200,0.37,40.19,0.46,0.12,,0.0003,0.0018,1399006800,0.18,rain,1010.39,1399025404,1399075355,68.05,1399064400,54.04,1399111200,1399003200,10,297,4.93,13.87527778
5/3/2014,71.75,1399154400,52.12,1399197600,0.34,44.26,0.53,0.15,,0.0003,0.0021,1399161600,0.1,rain,1010.29,1399111735,1399161814,71.75,1399154400,52.12,1399197600,1399089600,9.98,205,2.04,13.91083333
5/4/2014,75.93,1399226400,45.17,1399284000,0.17,42.98,0.51,0.18,,0.0001,0.0005,1399179600,0.05,rain,1009.64,1399198067,1399248272,75.93,1399226400,47.91,1399284000,1399176000,9.95,293,4.07,13.94583333
