date,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,cloudCover,dewPoint,humidity,moonPhase,precipAccumulation,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,pressure,sunriseTime,sunsetTime,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,time,visibility,windBearing,windSpeed,daylightHours
1/1/2010,37.98,1262368800,14.02,1262433600,0.76,28.29,0.76,0.53,,0.0015,0.0115,1262365200,0.61,rain,1014.57,1262348883,1262383073,42.59,1262368800,26.91,1262437200,1262322000,7.02,313,7.34,9.497222222
1/2/2010,14.32,1262437200,0.17,1262520000,0.44,8.43,0.46,0.57,0.309,0.0011,0.009,1262466000,0.45,snow,1013.59,1262435289,1262469522,27.99,1262455200,16.74,1262523600,1262408400,9.98,308,19.7,9.509166667
1/3/2010,16.06,1262563200,10.07,1262577600,0.22,3.76,0.45,0.61,0.675,0.0019,0.0135,1262520000,0.45,snow,1011.82,1262521693,1262555972,27.88,1262563200,23.42,1262584800,1262494800,10,300,19.9,9.521944444
1/4/2010,22.15,1262638800,17.4,1262685600,0.6,10.91,0.49,0.65,,0,0,,0,,1011.79,1262608095,1262642423,32.56,1262635200,27.26,1262692800,1262581200,10,302,13.09,9.535555556
1/5/2010,24.72,1262718000,18.87,1262768400,0.84,13.59,0.5,0.68,,0,0,,0,,1011.84,1262694495,1262728876,34.7,1262718000,29.16,1262772000,1262667600,9.99,304,11.99,9.550277778
1/6/2010,27.23,1262808000,20.29,1262851200,0.69,16.79,0.53,0.72,,0,0,,0,,1012.76,1262780892,1262815330,36.95,1262808000,29.65,1262869200,1262754000,9.98,302,13.39,9.566111111
1/7/2010,30.91,1262898000,21.77,1262955600,0.33,18.63,0.57,0.75,,0,0,,0,,1015.9,1262867288,1262901786,36.68,1262894400,28.59,1262952000,1262840400,9.86,305,8.15,9.582777778
1/8/2010,22.32,1262952000,12.72,1263009600,0.55,16.86,0.65,0.79,0.242,0.0011,0.0085,1262937600,0.8,snow,1012.85,1262953681,1262988243,29.05,1262959200,23.55,1263009600,1262926800,8.1,299,9.49,9.600555556
1/9/2010,25.92,1263067200,8.97,1263128400,0.15,12.61,0.51,0.82,,0,0,,0,,1021.25,1263040073,1263074700,34.81,1263067200,20.24,1263128400,1263013200,10,327,10.32,9.618611111
1/10/2010,27.92,1263168000,13.51,1263200400,0.06,6.87,0.45,0.86,,0,0,,0,,1026.82,1263126462,1263161159,30.9,1263168000,20.66,1263211200,1263099600,10,324,9.9,9.638055556
1/11/2010,34.18,1263247200,19.23,1263297600,0.36,12.12,0.53,0.89,,0,0,,0,,1023.29,1263212850,1263247619,34.84,1263240000,28.68,1263301200,1263186000,9.99,252,2.47,9.658055556
1/12/2010,28.28,1263340800,20.88,1263362400,0.6,15.76,0.53,0.92,,0,0,,0,,1022.1,1263299235,1263334080,33.92,1263330000,27.53,1263380400,1263272400,10,322,10.21,9.679166667
1/13/2010,39.48,1263420000,25.12,1263466800,0.22,18.47,0.55,0.95,,0,0,,0,,1024.86,1263385618,1263420542,42.42,1263416400,25.12,1263466800,1263358800,9.99,295,5.43,9.701111111
1/14/2010,45.86,1263499200,24.84,1263546000,0.17,22.08,0.62,0.98,,0,0,,0,,1024.29,1263471999,1263507005,48.41,1263499200,27.83,1263549600,1263445200,9.77,190,1.87,9.723888889
1/15/2010,54.39,1263585600,28.53,1263636000,0.36,28.48,0.66,0.01,,0,0,,0,,1023,1263558378,1263593469,54.39,1263585600,31.32,1263646800,1263531600,9.99,301,2.87,9.7475
1/16/2010,48.8,1263675600,35.13,1263733200,0.42,33.68,0.8,0.04,,0.0004,0.0086,1263686400,0.78,rain,1023.18,1263644755,1263679933,49.73,1263675600,37.7,1263704400,1263618000,8.23,199,2.53,9.771666667
1/17/2010,41.71,1263772800,33.22,1263787200,0.86,38.31,0.9,0.07,,0.0207,0.1558,1263747600,1,rain,1010.16,1263731130,1263766398,44.43,1263765600,40.07,1263798000,1263704400,5.24,23,4.43,9.796666667
1/18/2010,54.14,1263841200,29.94,1263888000,0.45,36.73,0.75,0.1,,0,0,,0,,1009.43,1263817503,1263852864,54.14,1263841200,32.8,1263895200,1263790800,9.96,321,8.07,9.8225
1/19/2010,58.05,1263931200,32.99,1263981600,0.38,34.47,0.75,0.13,,0.0003,0.0067,1263913200,0.17,rain,1012.94,1263903875,1263939331,58.05,1263931200,35.62,1263992400,1263877200,9.04,295,0.78,9.848888889
1/20/2010,40.13,1264021200,26.58,1264078800,0.75,28.45,0.66,0.17,,0.0011,0.0121,1263992400,0.77,rain,1015.82,1263990244,1264025798,43.12,1264021200,31.14,1264075200,1263963600,9.22,9,4.2,9.876111111
1/21/2010,38.23,1264104000,29.47,1264154400,0.59,26.16,0.66,0.2,,0.0026,0.0299,1264129200,0.95,rain,1020.76,1264076611,1264112265,42.31,1264104000,35.53,1264143600,1264050000,9.77,65,4.69,9.903888889
1/22/2010,37.8,1264204800,26.74,1264244400,0.89,29.6,0.73,0.23,,0.0044,0.0183,1264136400,0.95,rain,1014.29,1264162976,1264198733,42.12,1264194000,32.09,1264240800,1264136400,9.44,8,6.46,9.9325
1/23/2010,44.13,1264273200,31.02,1264298400,0.32,26.33,0.65,0.26,,0.0003,0.0059,1264291200,0.3,rain,1022.88,1264249340,1264285202,44.92,1264276800,35.17,1264305600,1264222800,9.76,86,2.4,9.961666667
1/24/2010,45.2,1264374000,50.56,1264381200,0.94,37.38,0.84,0.3,,0.0048,0.0454,1264388400,1,rain,1015.74,1264335702,1264371671,48.94,1264377600,50.56,1264381200,1264309200,8.52,99,2.65,9.991388889
1/25/2010,63.8,1264442400,33.96,1264510800,0.83,48.16,0.75,0.33,,0.0175,0.0783,1264417200,1,rain,995.61,1264422061,1264458140,63.8,1264442400,38.16,1264503600,1264395600,9.21,188,6.15,10.02194444
1/26/2010,39.68,1264532400,24.95,1264575600,0.63,25.1,0.53,0.37,,0.0001,0.0017,1264482000,0.17,rain,1007.76,1264508419,1264544609,44.19,1264532400,30.87,1264593600,1264482000,9.99,278,7.64,10.05277778
1/27/2010,39.29,1264626000,29.71,1264672800,0.27,20.68,0.53,0.41,,0,0,,0,,1020.5,1264594775,1264631079,43.82,1264626000,32.56,1264658400,1264568400,10,277,6,10.08444444
1/28/2010,51.63,1264708800,7.54,1264766400,0.54,21.42,0.53,0.44,,0,0,,0,,1019.27,1264681130,1264717549,51.63,1264708800,19.96,1264766400,1264654800,10,290,6.36,10.11638889
1/29/2010,16.81,1264802400,10.88,1264856400,0.45,3.29,0.42,0.48,,0,0,,0,,1028.43,1264767482,1264804019,25.83,1264798800,21.28,1264849200,1264741200,9.76,330,10.66,10.14916667
1/30/2010,21.6,1264896000,3.4,1264939200,0.91,8.86,0.64,0.52,1.634,0.004,0.0198,1264867200,0.95,snow,1022.57,1264853833,1264890490,21.6,1264896000,14.8,1264939200,1264827600,5.47,12,7.57,10.1825
1/31/2010,28.94,1264982400,9.12,1265011200,0.23,5.96,0.5,0.56,0.271,0.001,0.009,1264960800,0.12,snow,1021.49,1264940182,1264976960,31.76,1264971600,16.88,1265014800,1264914000,9.45,312,5.25,10.21611111
2/1/2010,32.68,1265061600,19.06,1265104800,0.27,14.19,0.59,0.59,0.082,0.0005,0.0097,1265068800,0.74,snow,1026.22,1265026530,1265063431,37.58,1265058000,24.45,1265101200,1265000400,9.65,296,4.64,10.25027778
2/2/2010,39.23,1265140800,26.2,1265191200,0.72,24.28,0.74,0.63,0.913,0.0052,0.0392,1265166000,1,snow,1022.1,1265112876,1265149901,39.23,1265140800,30.83,1265194800,1265086800,8.2,68,2.46,10.28472222
2/3/2010,35.92,1265220000,24.3,1265284800,0.85,29.11,0.79,0.67,0.689,0.004,0.0299,1265176800,1,snow,1020.17,1265199220,1265236371,40.85,1265223600,31.39,1265284800,1265173200,6.11,316,4.2,10.31972222
2/4/2010,36.24,1265313600,29.91,1265353200,0.31,20.58,0.56,0.7,,0.002,0.0464,1265328000,1,rain,1028.28,1265285563,1265322842,39.73,1265313600,32.53,1265346000,1265259600,9.61,329,4.8,10.35527778
2/5/2010,35.78,1265382000,18.45,1265439600,0.87,27.73,0.82,0.74,3.173,0.0205,0.0777,1265378400,1,snow,1021.53,1265371904,1265409312,35.78,1265382000,29.09,1265461200,1265346000,5.41,91,2.79,10.39111111
2/6/2010,21.01,1265500800,6.4,1265544000,0.79,23.66,0.87,0.77,4.682,0.0213,0.0674,1265439600,0.95,snow,1005.32,1265458244,1265495782,29.42,1265457600,16.22,1265540400,1265432400,3.15,15,9.8,10.42722222
2/7/2010,24.75,1265583600,9.87,1265626800,0.12,12.98,0.63,0.8,0.533,0.0024,0.0115,1265565600,0.19,snow,1016.03,1265544582,1265582252,31.06,1265580000,19.84,1265630400,1265518800,9.84,325,7.09,10.46388889
2/8/2010,30.17,1265673600,14.45,1265713200,0.09,13.75,0.6,0.84,0.345,0.0016,0.0193,1265673600,0.93,snow,1020.39,1265630919,1265668722,33.59,1265662800,20.13,1265713200,1265605200,9.51,306,8.11,10.50083333
2/9/2010,34.87,1265745600,15.98,1265806800,0.75,19.81,0.74,0.87,1.689,0.0076,0.046,1265767200,0.95,snow,1016.94,1265717254,1265755192,34.87,1265745600,27.6,1265806800,1265691600,7.8,7,0.65,10.53833333
2/10/2010,19.39,1265803200,11.28,1265850000,0.94,21.82,0.83,0.9,2.105,0.0087,0.036,1265778000,0.95,snow,997.43,1265803588,1265841661,30.39,1265846400,25.53,1265850000,1265778000,2.58,311,14.61,10.57583333
2/11/2010,29.17,1265914800,18.87,1265976000,0.21,19.47,0.58,0.93,0.244,0.0023,0.0067,1265907600,0.18,snow,1008.23,1265889920,1265928131,37.95,1265918400,26.96,1265976000,1265864400,9.47,311,15.98,10.61416667
2/12/2010,32.39,1266004800,18.8,1266066000,0.2,17.71,0.57,0.96,0.303,0.002,0.0029,1266001200,0.18,snow,1012.79,1265976251,1266014600,36.54,1266004800,27.73,1266062400,1265950800,10,313,8.13,10.6525
2/13/2010,27.42,1266105600,17.07,1266148800,0.66,15.91,0.55,0.99,0.488,0.0023,0.0024,1266040800,0.12,snow,1007.13,1266062581,1266101068,33.17,1266091200,24.48,1266148800,1266037200,9.99,315,10.33,10.69083333
2/14/2010,30.99,1266181200,12.1,1266224400,0.27,17.37,0.57,0.02,0.358,0.0022,0.0024,1266123600,0.12,snow,1008.67,1266148910,1266187537,38.98,1266177600,17.8,1266231600,1266123600,9.73,288,8.43,10.72972222
2/15/2010,34.8,1266253200,18.76,1266325200,0.63,22.49,0.78,0.05,0.483,0.0026,0.0058,1266271200,0.57,snow,1008.73,1266235237,1266274005,37.28,1266260400,28.06,1266325200,1266210000,7.52,215,0.61,10.76888889
2/16/2010,26.19,1266350400,20.7,1266400800,0.69,17.24,0.55,0.08,0.372,0.0027,0.0059,1266303600,0.12,snow,1004.56,1266321563,1266360473,36.02,1266350400,26.55,1266400800,1266296400,9.89,298,11.44,10.80833333
2/17/2010,28.09,1266436800,23.73,1266462000,0.78,18.93,0.59,0.11,0.323,0.0021,0.0036,1266400800,0.12,snow,1006.35,1266407888,1266446940,36.95,1266451200,32.96,1266465600,1266382800,9.97,273,7.88,10.84777778
2/18/2010,33.8,1266523200,27.08,1266544800,0.48,23.99,0.57,0.14,,0.0011,0.0095,1266519600,0.19,rain,1008.08,1266494211,1266533407,42.21,1266523200,35.98,1266573600,1266469200,9.97,296,14.37,10.88777778
2/19/2010,37.02,1266613200,26.92,1266660000,0.25,23.06,0.53,0.18,,0.0005,0.0038,1266595200,0.19,rain,1014.82,1266580534,1266619874,43.85,1266613200,34.32,1266667200,1266555600,10,287,11.7,10.92777778
2/20/2010,41.13,1266710400,26.73,1266753600,0.23,20.9,0.5,0.21,,0.0001,0.0012,1266642000,0.12,rain,1019.1,1266666856,1266706341,43.42,1266699600,30.28,1266746400,1266642000,10,303,9.04,10.96805556
2/21/2010,46.34,1266793200,30.56,1266836400,0.46,25.76,0.59,0.24,,0.0015,0.0176,1266796800,1,rain,1017.97,1266753176,1266792807,48.4,1266778800,34.82,1266832800,1266728400,9.72,293,4.24,11.00861111
2/22/2010,37.38,1266854400,30.21,1266886800,0.73,30.89,0.76,0.28,,0.0053,0.0444,1266886800,1,rain,1011.97,1266839496,1266879272,42.22,1266854400,35.45,1266886800,1266814800,8.44,62,3.89,11.04888889
2/23/2010,38.32,1266955200,29.29,1267012800,0.94,34.99,0.85,0.32,,0.0001,0.0008,1266937200,0.08,rain,1007.74,1266925814,1266965738,43.74,1266955200,35.94,1267012800,1266901200,8.13,349,7.83,11.09
2/24/2010,43.79,1267041600,27.04,1267102800,0.68,28.79,0.64,0.35,,0.0021,0.0493,1267056000,0.19,rain,1009.18,1267012131,1267052203,43.79,1267041600,34.41,1267099200,1266987600,9.99,318,6.85,11.13111111
2/25/2010,30.31,1267117200,17.12,1267174800,0.75,24.64,0.63,0.39,,0.0139,0.0967,1267124400,0.29,rain,1002.67,1267098448,1267138667,39.68,1267117200,29.94,1267171200,1267074000,9.57,305,14.1,11.17194444
2/26/2010,31.77,1267228800,24.15,1267261200,0.91,18.63,0.53,0.43,9.534,0.076,0.2729,1267185600,0.29,snow,998.1,1267184764,1267225132,38.22,1267228800,30.7,1267264800,1267160400,9.74,287,18.71,11.21333333
2/27/2010,37.96,1267304400,29.42,1267362000,0.66,23.98,0.6,0.46,,0,0.0006,1267257600,0,,1003.41,1267271079,1267311595,43.76,1267304400,36.24,1267344000,1267246800,9.55,285,8.29,11.25444444
2/28/2010,37.49,1267387200,29.69,1267437600,0.79,25.58,0.57,0.49,,0,0,,0,,1006.4,1267357393,1267398059,44.45,1267387200,36.31,1267430400,1267333200,10,297,10.4,11.29611111
3/1/2010,40.5,1267470000,31.27,1267516800,0.5,27.34,0.58,0.54,,0.0003,0.0073,1267488000,0.73,rain,1012.95,1267443706,1267484522,46.75,1267470000,36.75,1267524000,1267419600,9.9,307,11.38,11.33777778
3/2/2010,41.44,1267545600,28.67,1267592400,0.84,30.18,0.73,0.58,,0.002,0.0165,1267585200,0.94,rain,1011.86,1267530018,1267570985,41.44,1267545600,35.43,1267585200,1267506000,9,349,4.6,11.37972222
3/3/2010,34.56,1267646400,26.11,1267704000,0.96,33.22,0.8,0.61,,0.0003,0.0023,1267606800,0.23,rain,1003.79,1267616330,1267657447,41.17,1267646400,34.98,1267704000,1267592400,9.52,350,10.62,11.42138889
3/4/2010,38.94,1267732800,27.14,1267790400,0.32,20.91,0.47,0.65,,0.0004,0.0095,1267732800,0.19,rain,1009.4,1267702641,1267743909,45.52,1267736400,35.19,1267790400,1267678800,10,320,13.06,11.46333333
3/5/2010,44.46,1267822800,24.86,1267876800,0.64,19.08,0.41,0.68,,0,0,,0,,1016.93,1267788952,1267830371,49.7,1267822800,32.47,1267876800,1267765200,10,337,10.95,11.50527778
3/6/2010,51.59,1267909200,30.99,1267959600,0.07,15.99,0.36,0.72,,0,0,,0,,1022.4,1267875262,1267916833,51.59,1267909200,36.54,1267959600,1267851600,10,337,8.93,11.5475
3/7/2010,56.74,1267995600,33.61,1268038800,0.1,17.12,0.34,0.75,,0,0,,0,,1020.28,1267961571,1268003294,56.74,1267995600,36.47,1268046000,1267938000,10,310,6.8,11.58972222
3/8/2010,59.28,1268082000,35.44,1268132400,0.08,18.18,0.33,0.78,,0,0,,0,,1016.04,1268047879,1268089754,59.28,1268082000,38.63,1268136000,1268024400,10,314,6.97,11.63194444
3/9/2010,62.17,1268168400,40.86,1268218800,0.18,25.86,0.41,0.81,,0,0,,0,,1015.8,1268134188,1268176215,62.17,1268168400,42.12,1268215200,1268110800,9.98,267,1.31,11.67416667
3/10/2010,61.7,1268254800,44.4,1268301600,0.64,37.14,0.6,0.84,,0,0,,0,,1014.14,1268220495,1268262675,61.7,1268254800,45.63,1268305200,1268197200,9.79,82,2.8,11.71666667
3/11/2010,61.9,1268330400,50.91,1268398800,0.77,47.32,0.8,0.87,,0.0012,0.0269,1268352000,1,rain,1014.16,1268306803,1268349135,61.9,1268330400,50.91,1268398800,1268283600,8.04,95,4.03,11.75888889
3/12/2010,51.7,1268395200,41.83,1268456400,1,49.23,0.93,0.9,,0.0235,0.1293,1268377200,1,rain,1010.9,1268393110,1268435595,51.7,1268395200,47.57,1268456400,1268370000,5.93,70,8.93,11.80138889
3/13/2010,53.62,1268496000,45.73,1268568000,1,48.69,0.92,0.93,,0.0284,0.0719,1268503200,1,rain,996.72,1268479416,1268522054,53.62,1268496000,48.53,1268568000,1268456400,5.97,63,9.84,11.84388889
3/14/2010,50.49,1268596800,41,1268654400,1,46.82,0.91,0.96,,0.0123,0.0876,1268550000,0.95,rain,998.4,1268565722,1268608513,50.49,1268596800,46.19,1268654400,1268542800,7.52,3,4.98,11.88638889
3/15/2010,44.88,1268690400,40.15,1268733600,0.96,41.94,0.8,0.98,,0.0026,0.0149,1268658000,0.86,rain,1004.85,1268652031,1268694969,49.38,1268690400,45.58,1268737200,1268625600,9.48,343,9.86,11.92722222
3/16/2010,61.85,1268773200,38.98,1268820000,0.56,32.98,0.53,0.03,,0.0001,0.0017,1268712000,0.17,rain,1014.79,1268738337,1268781428,61.85,1268773200,39.87,1268823600,1268712000,9.99,2,7.19,11.96972222
3/17/2010,66.07,1268863200,38.24,1268902800,0.19,31.2,0.49,0.06,,0,0,,0,,1016.26,1268824642,1268867886,66.07,1268863200,39.5,1268910000,1268798400,9.99,297,1.98,12.01222222
3/18/2010,67.66,1268946000,43.86,1269000000,0.13,32.1,0.5,0.09,,0,0,,0,,1011.31,1268910947,1268954344,67.66,1268946000,44.48,1268992800,1268884800,9.93,287,2.68,12.05472222
3/19/2010,70.72,1269036000,41.86,1269086400,0.08,33.98,0.45,0.12,,0,0,,0,,1012.04,1268997252,1269040803,70.72,1269036000,44.35,1269082800,1268971200,9.97,288,3.35,12.0975
3/20/2010,72.16,1269115200,46.88,1269169200,0.19,36.87,0.48,0.16,,0,0,,0,,1016.03,1269083557,1269127261,72.16,1269115200,47.56,1269169200,1269057600,9.99,191,3.28,12.14
3/21/2010,72.82,1269198000,58.2,1269255600,0.42,42.86,0.56,0.19,,0,0,,0,,1015.69,1269169862,1269213718,72.82,1269198000,58.2,1269255600,1269144000,9.97,177,5.9,12.18222222
3/22/2010,63.25,1269284400,41.57,1269342000,0.84,54.42,0.82,0.23,,0.0231,0.1468,1269291600,1,rain,1008.3,1269256167,1269300176,63.07,1269284400,45.54,1269345600,1269230400,9.3,139,6.75,12.22472222
3/23/2010,51.63,1269367200,42.94,1269392400,0.69,37.84,0.64,0.26,,0.0009,0.0076,1269370800,0.34,rain,1003.4,1269342471,1269386634,51.63,1269367200,48.89,1269414000,1269316800,9.75,269,7.98,12.2675
3/24/2010,66.03,1269464400,44.02,1269507600,0.32,34.12,0.46,0.3,,0,0,,0,,1013.34,1269428776,1269473091,66.03,1269464400,45.58,1269507600,1269403200,9.95,294,9.46,12.30972222
3/25/2010,72.03,1269547200,42.96,1269604800,0.57,39.31,0.54,0.34,,0.0004,0.0085,1269572400,0.85,rain,1011.98,1269515081,1269559549,72.03,1269547200,48.02,1269604800,1269489600,9.9,211,5.75,12.35222222
3/26/2010,51.72,1269601200,25.56,1269684000,0.81,36.58,0.68,0.38,,0.0135,0.0588,1269590400,1,rain,1009.2,1269601385,1269646006,51.72,1269601200,31.61,1269687600,1269576000,8.49,7,8.06,12.39472222
3/27/2010,45.01,1269720000,33.35,1269756000,0.22,21.32,0.47,0.41,,0.0004,0.0089,1269734400,0.19,rain,1026.03,1269687690,1269732463,48.02,1269727200,38.29,1269763200,1269662400,9.97,77,3.89,12.43694444
3/28/2010,60.04,1269810000,50.22,1269828000,0.89,40.66,0.78,0.45,,0.0188,0.1451,1269831600,1,rain,1019.75,1269773995,1269818921,60.04,1269810000,50.22,1269828000,1269748800,9.27,134,5.72,12.47944444
3/29/2010,56.68,1269896400,37.74,1269946800,0.98,49.7,0.88,0.48,,0.0182,0.185,1269835200,1,rain,1006.57,1269860300,1269905378,56.68,1269896400,44.63,1269950400,1269835200,6.93,344,3.82,12.52166667
3/30/2010,54,1269990000,42.61,1270029600,0.81,35.61,0.59,0.53,,0.0034,0.0168,1269921600,0.62,rain,1004.89,1269946606,1269991835,54,1269990000,48.49,1270029600,1269921600,9.81,327,15.16,12.56361111
3/31/2010,70.57,1270069200,45.07,1270116000,0.3,32.1,0.39,0.56,,0.0002,0.0038,1270008000,0.19,rain,1011.08,1270032911,1270078292,70.57,1270069200,46.14,1270112400,1270008000,9.97,311,11.74,12.60583333
4/1/2010,72.92,1270152000,50.62,1270198800,0.18,42.03,0.56,0.6,,0,0,,0,,1018.25,1270119217,1270164750,72.92,1270152000,50.62,1270198800,1270094400,9.84,151,2.67,12.64805556
4/2/2010,74.77,1270234800,48.69,1270288800,0.2,47.44,0.62,0.63,,0,0,,0,,1019.61,1270205524,1270251207,74.77,1270234800,49.69,1270292400,1270180800,9.92,141,4.62,12.68972222
4/3/2010,70.19,1270332000,54.63,1270371600,0.45,50.29,0.74,0.66,,0,0,,0,,1018.65,1270291830,1270337664,70.19,1270332000,54.63,1270371600,1270267200,9.94,149,4.77,12.73166667
4/4/2010,74.97,1270411200,53.95,1270458000,0.29,47.25,0.58,0.69,,0,0,,0,,1019.62,1270378137,1270424121,74.97,1270411200,53.95,1270458000,1270353600,9.68,13,2.4,12.77333333
4/5/2010,81.15,1270494000,62.11,1270540800,0.28,52.44,0.62,0.73,,0,0,,0,,1017.78,1270464444,1270510579,81.15,1270494000,62.11,1270540800,1270440000,9.93,191,4.07,12.81527778
4/6/2010,89.14,1270587600,66.21,1270638000,0.33,53.88,0.53,0.76,,0,0,,0,,1011.52,1270550752,1270597036,89.14,1270587600,66.21,1270638000,1270526400,9.96,198,6.98,12.85666667
4/7/2010,87.91,1270674000,69.14,1270724400,0.34,49.52,0.4,0.79,,0.0048,0.1159,1270684800,0.93,rain,1007.6,1270637060,1270683493,87.91,1270674000,69.14,1270724400,1270612800,9.89,197,8.35,12.89805556
4/8/2010,81.54,1270749600,50.22,1270814400,0.42,53.31,0.51,0.82,,0.0132,0.1334,1270782000,1,rain,1004.71,1270723369,1270769951,81.54,1270749600,50.22,1270814400,1270699200,9.53,210,10.15,12.93944444
4/9/2010,56.15,1270836000,39.6,1270890000,0.58,36.24,0.54,0.85,,0.0131,0.1082,1270785600,1,rain,1010.79,1270809678,1270856409,56.15,1270836000,42.57,1270886400,1270785600,9.74,317,12.37,12.98083333
4/10/2010,64.52,1270933200,44.27,1270976400,0.13,32.26,0.47,0.88,,0,0,,0,,1024.24,1270895988,1270942866,64.52,1270933200,46.04,1270980000,1270872000,10,284,4.93,13.02166667
4/11/2010,74.85,1271016000,56.65,1271070000,0.09,40.61,0.52,0.91,,0,0,,0,,1024.21,1270982299,1271029324,74.85,1271016000,56.65,1271070000,1270958400,9.97,198,3.82,13.0625
4/12/2010,71.21,1271102400,51.67,1271145600,0.31,37.95,0.44,0.94,,0.0003,0.0071,1271116800,0.71,rain,1026.1,1271068610,1271115782,71.21,1271102400,51.67,1271145600,1271044800,9.88,32,2.41,13.10333333
4/13/2010,53.32,1271167200,42.09,1271242800,0.8,42.07,0.73,0.97,,0.0042,0.0317,1271185200,1,rain,1030.21,1271154921,1271202240,53.32,1271167200,44.3,1271242800,1271131200,9.24,52,4.75,13.14416667
4/14/2010,61.58,1271275200,41.86,1271325600,0.42,40.92,0.68,0.99,,0,0,,0,,1033.62,1271241234,1271288698,61.58,1271275200,44.05,1271325600,1271217600,7.95,71,1.51,13.18444444
4/15/2010,73.28,1271365200,57.53,1271408400,0.09,44.42,0.62,0.04,,0,0,,0,,1026.07,1271327547,1271375156,73.28,1271365200,57.53,1271408400,1271304000,9.7,203,4.53,13.22472222
4/16/2010,83.31,1271440800,58.36,1271462400,0.39,50.27,0.54,0.07,,0,0,,0,,1013.09,1271413860,1271461614,83.31,1271440800,58.36,1271462400,1271390400,9.88,265,6.86,13.265
4/17/2010,63.03,1271520000,36.17,1271581200,0.33,36.76,0.44,0.1,,0,0.0006,1271484000,0,,1009.85,1271500175,1271548072,63.03,1271520000,40.42,1271588400,1271476800,10,318,13.61,13.30472222
4/18/2010,56.37,1271620800,39.2,1271667600,0.45,32.48,0.54,0.14,,0,0,,0,,1015.99,1271586490,1271634531,56.37,1271620800,44.55,1271671200,1271563200,10,317,9.2,13.34472222
4/19/2010,64.73,1271710800,43.99,1271754000,0.07,35.42,0.51,0.18,,0,0,,0,,1016.91,1271672807,1271720989,64.73,1271710800,47,1271750400,1271649600,10,321,7.94,13.38388889
4/20/2010,66.85,1271793600,51.36,1271840400,0.34,40.3,0.57,0.21,,0.0002,0.0037,1271808000,0.07,rain,1015.01,1271759124,1271807448,66.85,1271793600,51.36,1271840400,1271736000,9.79,128,0.35,13.42333333
4/21/2010,56.07,1271869200,50.23,1271934000,0.82,49.43,0.84,0.25,,0.0082,0.0411,1271883600,0.95,rain,1009.62,1271845442,1271893906,56.07,1271869200,50.23,1271934000,1271822400,7.71,179,2.28,13.46222222
4/22/2010,71.26,1271962800,53.23,1272016800,0.57,46.09,0.66,0.29,,0,0,,0,,1008.24,1271931760,1271980365,71.26,1271962800,53.23,1272016800,1271908800,6.95,314,3.92,13.50138889
4/23/2010,70.38,1272052800,53.25,1272088800,0.36,43.53,0.56,0.33,,0,0,,0,,1012.27,1272018080,1272066824,70.38,1272052800,53.25,1272088800,1271995200,9.93,350,2.92,13.54
4/24/2010,59.95,1272121200,52.72,1272175200,0.74,42.84,0.61,0.36,,0.0003,0.0045,1272128400,0.45,rain,1016.74,1272104401,1272153283,59.95,1272121200,52.72,1272175200,1272081600,9.81,123,2.93,13.57833333
4/25/2010,70.69,1272225600,53.36,1272265200,0.92,55.56,0.87,0.4,,0.0125,0.0744,1272243600,1,rain,1000.12,1272190723,1272239741,70.47,1272225600,53.36,1272265200,1272168000,6.99,118,2.09,13.61611111
4/26/2010,59.14,1272312000,54.95,1272366000,0.96,52.83,0.9,0.44,,0.0179,0.0756,1272337200,0.85,rain,992.57,1272277046,1272326200,59.14,1272312000,54.95,1272366000,1272254400,6.87,43,2.58,13.65388889
4/27/2010,62.46,1272387600,37.19,1272448800,0.53,42.54,0.61,0.47,,0.0029,0.0625,1272340800,0.85,rain,996.3,1272363370,1272412659,62.46,1272387600,42.05,1272448800,1272340800,9.67,323,9.9,13.69138889
4/28/2010,58.09,1272488400,39.55,1272531600,0.26,29.89,0.46,0.52,,0,0,,0,,1008.22,1272449694,1272499118,58.09,1272488400,42.76,1272531600,1272427200,10,303,11.2,13.72888889
4/29/2010,70.41,1272574800,46.94,1272621600,0.06,34.39,0.46,0.55,,0,0,,0,,1013.78,1272536021,1272585577,70.41,1272574800,48.54,1272621600,1272513600,9.99,268,6.43,13.76555556
4/30/2010,81.12,1272661200,61.16,1272704400,0.09,47.97,0.58,0.58,,0,0,,0,,1011.56,1272622348,1272672036,81.12,1272661200,61.16,1272704400,1272600000,9.99,199,4.69,13.80222222
5/1/2010,84.57,1272744000,73.05,1272780000,0.21,58.16,0.62,0.61,,0,0,,0,,1010.33,1272708676,1272758494,84.57,1272744000,72.49,1272780000,1272686400,9.79,187,6.77,13.83833333
5/2/2010,87.19,1272826800,72.85,1272888000,0.46,67.67,0.72,0.64,,0,0.0008,1272794400,0,,1010.24,1272795006,1272844953,84.01,1272826800,71.71,1272888000,1272772800,9.92,196,7.81,13.87416667
5/3/2010,81.84,1272916800,69.2,1272963600,0.68,67.6,0.76,0.67,,0.0102,0.1116,1272884400,0.95,rain,1008.57,1272881336,1272931412,79.5,1272916800,68.32,1272963600,1272859200,8.83,219,6.95,13.91
